,Area_name,all_ages_poverty_2018,all_ages_poverty_rate_2018,median_HH_2018
0,United States,"41,852,315",13.1,61937
1,Alabama,"801,758",16.8,49881
2,Autauga County,"7,587",13.8,59338
3,Baldwin County,"21,069",9.8,57588
4,Barbour County,"6,788",30.9,34382
5,Bibb County,"4,400",21.8,46064
6,Blount County,"7,527",13.2,50412
7,Bullock County,"3,610",42.5,29267
8,Butler County,"4,731",24.5,37365
9,Calhoun County,"21,719",19.5,45400
10,Chambers County,"6,181",18.7,39917
11,Cherokee County,"4,180",16.3,42132
12,Chilton County,"7,542",17.3,47547
13,Choctaw County,"2,806",22.1,39907
14,Clarke County,"5,381",22.8,40741
15,Clay County,"2,285",17.6,39201
16,Cleburne County,"2,356",16.0,46495
17,Coffee County,"7,053",13.8,55122
18,Colbert County,"7,459",13.8,49055
19,Conecuh County,"2,979",24.4,32613
20,Coosa County,"1,973",18.9,42423
21,Covington County,"7,239",19.9,40203
22,Crenshaw County,"2,661",19.5,39057
23,Cullman County,"11,925",14.5,45796
24,Dale County,"7,743",16.2,45309
25,Dallas County,"11,841",31.4,34035
26,DeKalb County,"14,975",21.3,39491
27,Elmore County,"8,559",11.2,60367
28,Escambia County,"8,022",23.6,38418
29,Etowah County,"17,509",17.5,44903
30,Fayette County,"3,801",23.5,39254
31,Franklin County,"5,939",19.2,39388
32,Geneva County,"5,537",21.3,37823
33,Greene County,"2,459",30.1,28524
34,Hale County,"3,705",25.6,34724
35,Henry County,"3,037",17.9,46027
36,Houston County,"17,032",16.5,47993
37,Jackson County,"10,046",19.7,41929
38,Jefferson County,"103,604",16.1,55013
39,Lamar County,"2,374",17.4,40936
40,Lauderdale County,"12,645",14.0,48707
41,Lawrence County,"6,297",19.3,43909
42,Lee County,"30,075",19.0,48937
43,Limestone County,"10,633",11.4,64863
44,Lowndes County,"2,474",25.1,33973
45,Macon County,"5,031",30.2,32495
46,Madison County,"42,667",11.9,63755
47,Marengo County,"4,499",24.0,37733
48,Marion County,"5,844",20.2,37887
49,Marshall County,"17,341",18.3,46233
50,Mobile County,"84,539",20.8,43598
51,Monroe County,"4,560",21.9,39556
52,Montgomery County,"43,567",20.1,49640
53,Morgan County,"15,419",13.2,52797
54,Perry County,"2,943",35.3,26814
55,Pickens County,"4,177",23.1,37586
56,Pike County,"7,315",23.6,37259
57,Randolph County,"4,375",19.7,40546
58,Russell County,"12,384",21.7,39104
59,St. Clair County,"10,432",12.0,57284
60,Shelby County,"16,916",8.0,75663
61,Sumter County,"4,076",34.7,27859
62,Talladega County,"14,825",19.3,41630
63,Tallapoosa County,"7,839",19.7,42205
64,Tuscaloosa County,"33,330",16.8,52557
65,Walker County,"11,231",17.9,45434
66,Washington County,"2,846",17.6,44424
67,Wilcox County,"3,504",33.4,25385
68,Winston County,"4,338",18.6,41156
69,Alaska,"80,224",11.1,74912
70,Aleutians East Borough,544,15.5,70081
71,Aleutians West Census Area,550,10.0,82633
72,Anchorage Borough,"27,075",9.5,82113
73,Bethel Census Area,"5,869",32.7,44304
74,Bristol Bay Borough,96,11.2,77257
75,Denali Borough,135,6.9,75477
76,Dillingham Census Area,"1,091",22.0,54524
77,Fairbanks North Star Borough,"8,104",8.6,74268
78,Haines Borough,259,10.5,58943
79,Hoonah-Angoon Census Area,370,17.2,51188
80,Juneau Borough,"2,299",7.3,79173
81,Kenai Peninsula Borough,"7,103",12.4,65439
82,Ketchikan Gateway Borough,"1,244",9.1,68309
83,Kodiak Island Borough,"1,073",8.2,74109
84,Kusilvak Census Area,"2,905",35.1,32728
85,Lake and Peninsula Borough,288,18.2,49403
86,Matanuska-Susitna Borough,"10,937",10.4,74649
87,Nome Census Area,"2,168",22.0,55318
88,North Slope Borough,"1,094",11.1,89276
89,Northwest Arctic Borough,"1,604",21.1,59337
90,Petersburg Borough,232,7.2,66075
91,Prince of Wales-Hyder Census Area,"1,057",16.5,49356
92,Sitka Borough,656,7.7,71825
93,Skagway Municipality,49,4.3,74635
94,Southeast Fairbanks Census Area,918,13.4,63527
95,Valdez-Cordova Census Area,880,9.7,68528
96,Wrangell City and Borough,287,11.6,57832
97,Yakutat Borough,79,13.1,59523
98,Yukon-Koyukuk Census Area,"1,259",23.7,38912
99,Arizona,"990,291",14.1,59079
100,Apache County,"26,435",37.3,33652
101,Cochise County,"18,273",15.1,49164
102,Coconino County,"20,964",15.9,60187
103,Gila County,"10,804",20.4,43585
104,Graham County,"7,118",20.2,50157
105,Greenlee County,985,10.5,65818
106,La Paz County,"4,921",23.7,37350
107,Maricopa County,"535,183",12.3,65234
108,Mohave County,"34,411",16.8,45129
109,Navajo County,"30,876",28.5,40650
110,Pima County,"164,927",16.2,53395
111,Pinal County,"54,399",12.9,58848
112,Santa Cruz County,"11,287",24.4,40545
113,Yavapai County,"30,060",13.2,48758
114,Yuma County,"39,648",19.5,44116
115,Arkansas,"492,306",16.8,47094
116,Arkansas County,"3,120",17.9,43887
117,Ashley County,"3,876",19.6,41127
118,Baxter County,"6,216",15.1,39686
119,Benton County,"23,290",8.6,68978
120,Boone County,"5,472",14.8,44482
121,Bradley County,"2,329",21.7,37729
122,Calhoun County,800,15.7,44969
123,Carroll County,"4,499",16.1,45023
124,Chicot County,"3,039",31.4,31787
125,Clark County,"3,838",19.9,45408
126,Clay County,"3,035",20.7,37687
127,Cleburne County,"3,573",14.6,44902
128,Cleveland County,"1,232",15.5,47600
129,Columbia County,"4,799",22.4,40909
130,Conway County,"3,693",17.9,44565
131,Craighead County,"18,768",17.9,45615
132,Crawford County,"10,027",16.0,47363
133,Crittenden County,"9,056",19.2,42606
134,Cross County,"2,940",18.0,41214
135,Dallas County,"1,442",21.3,37259
136,Desha County,"2,780",24.3,36132
137,Drew County,"3,391",19.5,42494
138,Faulkner County,"18,571",15.4,53882
139,Franklin County,"3,202",18.3,43696
140,Fulton County,"2,481",20.6,35630
141,Garland County,"19,844",20.4,43610
142,Grant County,"2,353",13.1,52050
143,Greene County,"7,361",16.5,46512
144,Hempstead County,"4,424",20.6,38682
145,Hot Spring County,"5,844",18.7,47205
146,Howard County,"2,271",17.3,40199
147,Independence County,"5,302",14.5,45596
148,Izard County,"2,358",18.7,37828
149,Jackson County,"3,732",25.6,36573
150,Jefferson County,"13,900",22.2,38596
151,Johnson County,"5,761",22.2,39381
152,Lafayette County,"1,498",22.8,35527
153,Lawrence County,"2,776",17.7,40308
154,Lee County,"3,098",43.0,28080
155,Lincoln County,"2,647",27.5,44951
156,Little River County,"1,942",16.0,43559
157,Logan County,"3,950",18.6,41471
158,Lonoke County,"8,651",11.9,56651
159,Madison County,"3,002",18.4,42674
160,Marion County,"3,082",18.7,36581
161,Miller County,"9,228",21.9,42162
162,Mississippi County,"10,325",25.7,36718
163,Monroe County,"1,769",26.0,32922
164,Montgomery County,"1,649",18.8,38318
165,Nevada County,"1,738",21.3,37626
166,Newton County,"1,340",17.4,36078
167,Ouachita County,"5,410",23.3,37624
168,Perry County,"1,502",14.7,45342
169,Phillips County,"6,301",35.4,29945
170,Pike County,"1,856",17.8,41534
171,Poinsett County,"5,592",23.7,37370
172,Polk County,"3,962",20.0,39048
173,Pope County,"9,647",16.0,45788
174,Prairie County,"1,254",15.8,43245
175,Pulaski County,"64,312",16.7,49957
176,Randolph County,"3,050",17.4,37799
177,St. Francis County,"7,586",35.6,33257
178,Saline County,"11,695",9.7,63677
179,Scott County,"2,054",20.2,35826
180,Searcy County,"1,912",24.3,31659
181,Sebastian County,"19,527",15.6,46843
182,Sevier County,"3,402",20.1,44100
183,Sharp County,"3,541",20.7,36032
184,Stone County,"2,497",20.3,34009
185,Union County,"7,000",18.2,45335
186,Van Buren County,"2,685",16.4,40486
187,Washington County,"34,741",15.2,50893
188,White County,"12,505",16.6,44811
189,Woodruff County,"1,509",23.7,34306
190,Yell County,"3,453",16.3,41729
191,California,"4,972,955",12.8,75250
192,Alameda County,"147,394",9.0,101744
193,Alpine County,190,17.3,55384
194,Amador County,"4,130",11.8,58515
195,Butte County,"42,016",18.5,50945
196,Calaveras County,"5,454",12.1,62984
197,Colusa County,"2,350",11.0,57249
198,Contra Costa County,"88,980",7.8,101463
199,Del Norte County,"5,065",20.4,48518
200,El Dorado County,"15,401",8.1,81869
201,Fresno County,"208,627",21.3,52318
202,Glenn County,"4,271",15.4,47365
203,Humboldt County,"27,002",20.3,49471
204,Imperial County,"37,014",21.4,46633
205,Inyo County,"2,172",12.3,53793
206,Kern County,"177,021",20.5,51586
207,Kings County,"25,481",18.8,58255
208,Lake County,"11,689",18.4,45086
209,Lassen County,"3,653",15.8,57705
210,Los Angeles County,"1,409,155",14.2,67986
211,Madera County,"30,201",20.2,53632
212,Marin County,"16,742",6.6,122933
213,Mariposa County,"2,569",14.9,51402
214,Mendocino County,"15,140",17.5,51386
215,Merced County,"56,863",21.2,56169
216,Modoc County,"1,631",19.1,45227
217,Mono County,"1,312",9.3,66499
218,Monterey County,"55,614",13.3,69665
219,Napa County,"11,829",8.8,85624
220,Nevada County,"10,171",10.3,66681
221,Orange County,"330,559",10.5,89373
222,Placer County,"27,596",7.1,89175
223,Plumas County,"2,317",12.5,55079
224,Riverside County,"307,511",12.7,66793
225,Sacramento County,"217,138",14.3,69475
226,San Benito County,"5,294",8.6,80063
227,San Bernardino County,"317,514",14.9,63310
228,San Diego County,"372,148",11.5,78777
229,San Francisco County,"87,596",10.1,110601
230,San Joaquin County,"105,351",14.3,63567
231,San Luis Obispo County,"34,200",12.7,70626
232,San Mateo County,"51,830",6.8,122930
233,Santa Barbara County,"54,029",12.6,75646
234,Santa Clara County,"139,074",7.3,125933
235,Santa Cruz County,"32,027",12.2,84213
236,Shasta County,"26,919",15.2,53908
237,Sierra County,392,13.3,52308
238,Siskiyou County,"7,396",17.1,47560
239,Solano County,"34,281",7.9,82808
240,Sonoma County,"48,846",9.9,81002
241,Stanislaus County,"84,744",15.6,59616
242,Sutter County,"13,011",13.5,57879
243,Tehama County,"10,749",17.0,47572
244,Trinity County,"2,656",21.6,40680
245,Tulare County,"102,451",22.2,48763
246,Tuolumne County,"6,417",12.5,56500
247,Ventura County,"76,206",9.1,84170
248,Yolo County,"42,311",20.1,67804
249,Yuba County,"13,256",17.2,47504
250,Colorado,"540,579",9.7,71949
251,Adams County,"46,711",9.2,70199
252,Alamosa County,"2,954",19.1,42897
253,Arapahoe County,"52,474",8.1,76665
254,Archuleta County,"1,525",11.2,53337
255,Baca County,678,19.4,38294
256,Bent County,"1,353",33.9,37659
257,Boulder County,"30,699",9.7,83591
258,Broomfield County,"3,364",4.9,96924
259,Chaffee County,"2,023",10.9,56168
260,Cheyenne County,230,12.6,54504
261,Clear Creek County,686,7.2,74019
262,Conejos County,"1,747",21.4,38777
263,Costilla County,964,25.2,31557
264,Crowley County,"1,341",44.3,35880
265,Custer County,576,12.0,55242
266,Delta County,"4,429",14.6,46786
267,Denver County,"82,104",11.7,68069
268,Dolores County,265,12.8,47482
269,Douglas County,"8,975",2.6,120670
270,Eagle County,"3,673",6.7,86896
271,Elbert County,"1,312",5.0,98247
272,El Paso County,"68,538",9.9,67923
273,Fremont County,"6,525",16.5,47885
274,Garfield County,"4,946",8.4,74421
275,Gilpin County,410,6.7,72949
276,Grand County,"1,219",7.9,69214
277,Gunnison County,"1,678",10.4,61268
278,Hinsdale County,69,8.6,62149
279,Huerfano County,"1,459",21.7,38242
280,Jackson County,188,13.4,51457
281,Jefferson County,"39,799",7.0,85550
282,Kiowa County,188,13.8,44704
283,Kit Carson County,900,12.6,48342
284,Lake County,970,12.6,51802
285,La Plata County,"5,005",9.2,66219
286,Larimer County,"36,054",10.5,71306
287,Las Animas County,"2,626",19.2,41485
288,Lincoln County,744,16.2,46690
289,Logan County,"2,674",14.5,53168
290,Mesa County,"21,463",14.4,51132
291,Mineral County,72,9.3,60210
292,Moffat County,"1,614",12.3,59500
293,Montezuma County,"4,235",16.3,50180
294,Montrose County,"4,854",11.6,52576
295,Morgan County,"3,409",12.2,55387
296,Otero County,"3,722",20.8,40064
297,Ouray County,361,7.5,68900
298,Park County,"1,487",8.1,72121
299,Phillips County,458,10.8,52367
300,Pitkin County,"1,222",6.8,89034
301,Prowers County,"2,553",21.6,42455
302,Pueblo County,"28,127",17.2,48308
303,Rio Blanco County,653,10.8,63411
304,Rio Grande County,"1,604",14.5,44171
305,Routt County,"1,783",7.0,81033
306,Saguache County,"1,679",24.6,36869
307,San Juan County,109,14.4,46878
308,San Miguel County,702,8.6,69458
309,Sedgwick County,338,14.9,40009
310,Summit County,"2,056",6.7,80078
311,Teller County,"1,851",7.4,64850
312,Washington County,646,13.7,47869
313,Weld County,"32,314",10.5,75629
314,Yuma County,"1,191",12.1,53253
315,Connecticut,"358,519",10.3,76366
316,Fairfield County,"92,971",10.0,91183
317,Hartford County,"96,957",11.2,73037
318,Litchfield County,"12,441",6.9,76304
319,Middlesex County,"10,556",6.7,88709
320,New Haven County,"96,563",11.6,67720
321,New London County,"25,063",9.8,67790
322,Tolland County,"10,835",8.0,89584
323,Windham County,"13,135",11.7,65182
324,Delaware,"114,691",12.2,65467
325,Kent County,"23,966",13.8,54980
326,New Castle County,"62,976",11.6,69562
327,Sussex County,"27,750",12.3,59821
328,District of Columbia,"107,806",16.1,82533
329,District of Columbia,"107,806",16.1,82533
330,Florida,"2,854,438",13.7,55433
331,Alachua County,"50,922",19.8,51026
332,Baker County,"3,944",15.4,52804
333,Bay County,"24,276",13.4,51777
334,Bradford County,"4,618",19.5,45075
335,Brevard County,"64,854",11.0,57612
336,Broward County,"244,310",12.6,57200
337,Calhoun County,"2,697",21.3,38323
338,Charlotte County,"20,243",11.1,52724
339,Citrus County,"22,082",15.2,41556
340,Clay County,"18,846",8.8,62835
341,Collier County,"39,689",10.6,70649
342,Columbia County,"11,340",17.3,46195
343,DeSoto County,"9,013",26.1,37233
344,Dixie County,"3,679",24.7,37148
345,Duval County,"134,476",14.5,55733
346,Escambia County,"43,832",14.7,50644
347,Flagler County,"11,450",10.3,58975
348,Franklin County,"2,343",22.8,40297
349,Gadsden County,"10,259",23.6,42259
350,Gilchrist County,"2,856",16.8,42186
351,Glades County,"2,457",20.1,38680
352,Gulf County,"2,667",20.3,45426
353,Hamilton County,"3,209",27.6,36299
354,Hardee County,"6,956",27.0,39169
355,Hendry County,"9,850",24.0,44391
356,Hernando County,"26,646",14.1,45884
357,Highlands County,"21,577",20.8,39994
358,Hillsborough County,"207,358",14.7,58361
359,Holmes County,"4,232",23.9,38040
360,Indian River County,"16,775",10.7,58228
361,Jackson County,"9,492",23.5,39545
362,Jefferson County,"2,317",17.9,46332
363,Lafayette County,"1,521",21.0,42689
364,Lake County,"40,582",11.5,52447
365,Lee County,"90,400",12.1,56343
366,Leon County,"57,656",20.7,51046
367,Levy County,"6,521",16.1,39037
368,Liberty County,"1,523",23.8,40814
369,Madison County,"3,752",22.8,38249
370,Manatee County,"40,662",10.4,59587
371,Marion County,"52,818",15.1,44517
372,Martin County,"16,824",10.7,61592
373,Miami-Dade County,"436,103",16.0,52043
374,Monroe County,"8,859",12.0,67094
375,Nassau County,"8,882",10.4,66898
376,Okaloosa County,"25,612",12.7,62779
377,Okeechobee County,"8,283",21.5,42258
378,Orange County,"211,307",15.6,58037
379,Osceola County,"48,711",13.4,50473
380,Palm Beach County,"179,359",12.2,61735
381,Pasco County,"67,164",12.6,53788
382,Pinellas County,"112,593",11.7,52226
383,Polk County,"109,018",15.7,51354
384,Putnam County,"13,697",18.8,39578
385,St. Johns County,"16,642",6.6,81925
386,St. Lucie County,"38,398",12.1,53377
387,Santa Rosa County,"16,404",9.5,69541
388,Sarasota County,"43,389",10.3,61652
389,Seminole County,"46,050",9.9,67187
390,Sumter County,"11,183",9.3,55324
391,Suwannee County,"7,999",19.3,38525
392,Taylor County,"4,130",21.6,42307
393,Union County,"2,118",20.6,45906
394,Volusia County,"70,499",13.2,50285
395,Wakulla County,"3,543",11.9,58203
396,Walton County,"7,868",11.4,60973
397,Washington County,"5,104",22.8,39225
398,Georgia,"1,484,439",14.5,58634
399,Appling County,"3,954",21.9,42781
400,Atkinson County,"2,156",26.1,36779
401,Bacon County,"2,473",22.8,38775
402,Baker County,704,22.9,38288
403,Baldwin County,"9,313",23.8,42727
404,Banks County,"2,469",13.0,55384
405,Barrow County,"7,651",9.5,61413
406,Bartow County,"12,768",12.2,57409
407,Ben Hill County,"4,305",26.2,35020
408,Berrien County,"4,144",21.8,39412
409,Bibb County,"36,326",24.7,41390
410,Bleckley County,"2,156",18.7,46019
411,Brantley County,"3,419",18.3,41874
412,Brooks County,"3,768",24.5,36354
413,Bryan County,"3,264",8.6,79658
414,Bulloch County,"16,439",22.9,43766
415,Burke County,"4,853",22.0,42785
416,Butts County,"4,228",19.7,48831
417,Calhoun County,"1,723",37.2,33393
418,Camden County,"8,134",15.8,56555
419,Candler County,"2,587",24.6,35841
420,Carroll County,"19,187",16.8,52502
421,Catoosa County,"7,911",11.9,55807
422,Charlton County,"2,753",25.6,40499
423,Chatham County,"39,488",14.4,54165
424,Chattahoochee County,"1,408",17.3,46869
425,Chattooga County,"4,575",19.5,39513
426,Cherokee County,"18,576",7.4,82733
427,Clarke County,"31,645",27.0,42112
428,Clay County,841,29.8,30239
429,Clayton County,"50,072",17.6,46059
430,Clinch County,"1,695",25.8,37593
431,Cobb County,"67,585",9.1,78603
432,Coffee County,"9,505",23.9,39480
433,Colquitt County,"10,700",23.9,38633
434,Columbia County,"10,858",7.1,82184
435,Cook County,"4,156",24.5,38827
436,Coweta County,"14,844",10.2,70974
437,Crawford County,"2,251",18.5,48004
438,Crisp County,"6,063",27.4,36096
439,Dade County,"2,067",13.6,48779
440,Dawson County,"2,168",8.7,68835
441,Decatur County,"5,923",23.2,38441
442,DeKalb County,"106,598",14.3,63477
443,Dodge County,"4,988",26.5,35636
444,Dooly County,"3,420",29.1,37278
445,Dougherty County,"25,104",29.5,38806
446,Douglas County,"18,113",12.6,60512
447,Early County,"2,669",26.5,34984
448,Echols County,970,24.4,38667
449,Effingham County,"5,080",8.3,65793
450,Elbert County,"3,476",18.5,39681
451,Emanuel County,"5,346",25.1,37574
452,Evans County,"2,742",26.6,37319
453,Fannin County,"4,318",16.8,43439
454,Fayette County,"5,689",5.0,95021
455,Floyd County,"19,427",20.7,44906
456,Forsyth County,"11,808",5.0,105921
457,Franklin County,"3,634",16.4,42904
458,Fulton County,"137,929",13.5,70808
459,Gilmer County,"5,309",17.4,47757
460,Glascock County,509,17.5,42820
461,Glynn County,"13,913",16.6,53906
462,Gordon County,"9,526",16.8,49101
463,Grady County,"4,889",20.0,41002
464,Greene County,"3,365",19.3,54016
465,Gwinnett County,"84,763",9.2,72008
466,Habersham County,"6,363",14.9,51829
467,Hall County,"26,249",13.2,61631
468,Hancock County,"2,187",30.7,31716
469,Haralson County,"4,626",15.9,47662
470,Harris County,"2,958",8.7,74686
471,Hart County,"3,796",15.0,47171
472,Heard County,"2,004",17.1,46218
473,Henry County,"17,086",7.5,72970
474,Houston County,"18,519",12.1,60728
475,Irwin County,"2,040",24.3,38156
476,Jackson County,"6,059",8.7,68984
477,Jasper County,"2,138",15.4,51241
478,Jeff Davis County,"3,063",20.6,37211
479,Jefferson County,"3,328",22.3,38274
480,Jenkins County,"2,374",31.8,31419
481,Johnson County,"2,415",30.0,34849
482,Jones County,"4,098",14.5,55737
483,Lamar County,"3,064",17.3,48323
484,Lanier County,"2,043",20.3,41564
485,Laurens County,"11,375",24.6,42114
486,Lee County,"3,579",12.4,66090
487,Liberty County,"9,562",16.1,47685
488,Lincoln County,"1,346",17.2,46967
489,Long County,"3,134",16.8,46428
490,Lowndes County,"28,539",25.9,41820
491,Lumpkin County,"4,494",14.9,55583
492,McDuffie County,"4,223",19.9,42768
493,McIntosh County,"3,055",21.5,42513
494,Macon County,"3,417",30.5,32868
495,Madison County,"4,722",16.1,51338
496,Marion County,"1,884",22.8,39114
497,Meriwether County,"5,071",24.4,38886
498,Miller County,"1,246",22.4,42483
499,Mitchell County,"5,849",29.3,36788
500,Monroe County,"3,411",13.0,59362
501,Montgomery County,"1,847",22.1,41834
502,Morgan County,"2,374",12.7,57978
503,Murray County,"5,987",15.2,46810
504,Muscogee County,"37,759",20.1,46628
505,Newton County,"15,946",14.8,56598
506,Oconee County,"2,215",5.7,99497
507,Oglethorpe County,"2,049",13.8,51105
508,Paulding County,"12,654",7.8,73309
509,Peach County,"6,240",24.0,46525
510,Pickens County,"3,462",11.0,65062
511,Pierce County,"3,490",18.1,44389
512,Pike County,"1,947",10.6,66901
513,Polk County,"9,079",21.8,43679
514,Pulaski County,"2,361",23.9,40582
515,Putnam County,"3,488",16.1,51205
516,Quitman County,580,25.5,33908
517,Rabun County,"2,346",14.2,44213
518,Randolph County,"2,008",30.8,28298
519,Richmond County,"41,554",21.9,40168
520,Rockdale County,"11,803",13.2,59673
521,Schley County,945,18.1,45378
522,Screven County,"3,493",25.9,39048
523,Seminole County,"2,083",25.4,36869
524,Spalding County,"11,184",17.3,43510
525,Stephens County,"4,092",16.3,45850
526,Stewart County,"1,757",37.9,33053
527,Sumter County,"7,208",25.7,37562
528,Talbot County,"1,550",24.8,37265
529,Taliaferro County,395,24.6,34090
530,Tattnall County,"5,298",25.6,41440
531,Taylor County,"1,813",22.9,36310
532,Telfair County,"4,042",31.9,34297
533,Terrell County,"2,311",27.8,35290
534,Thomas County,"8,846",20.2,41642
535,Tift County,"7,636",19.6,45680
536,Toombs County,"6,615",24.9,37148
537,Towns County,"1,704",16.0,45853
538,Treutlen County,"1,684",26.3,35069
539,Troup County,"13,643",20.2,45234
540,Turner County,"2,109",27.9,33261
541,Twiggs County,"1,719",21.3,42054
542,Union County,"3,268",13.8,45943
543,Upson County,"5,566",21.6,40965
544,Walker County,"10,542",15.5,43767
545,Walton County,"10,993",11.9,65416
546,Ware County,"7,827",23.6,38357
547,Warren County,"1,330",25.7,38352
548,Washington County,"4,787",25.9,39444
549,Wayne County,"5,147",18.6,44607
550,Webster County,592,22.7,38187
551,Wheeler County,"2,116",39.6,32691
552,White County,"4,118",14.1,51579
553,Whitfield County,"14,567",14.2,47074
554,Wilcox County,"2,101",30.8,35961
555,Wilkes County,"1,965",20.3,39361
556,Wilkinson County,"2,062",23.3,41036
557,Worth County,"4,128",20.5,48708
558,Hawaii,"124,400",9.0,80527
559,Hawaii County,"30,903",15.6,56383
560,Honolulu County,"73,345",7.7,83695
561,Kauai County,"6,021",8.5,73981
562,Maui County,"14,130",8.6,78503
563,Idaho,"201,804",11.7,55524
564,Ada County,"44,434",9.7,66827
565,Adams County,554,13.2,45311
566,Bannock County,"11,768",13.8,51300
567,Bear Lake County,642,10.7,53780
568,Benewah County,"1,342",14.7,48451
569,Bingham County,"5,510",12.0,50941
570,Blaine County,"1,575",7.0,76113
571,Boise County,974,12.8,56837
572,Bonner County,"6,240",14.1,51373
573,Bonneville County,"12,262",10.6,60444
574,Boundary County,"1,603",13.5,47118
575,Butte County,392,15.1,50050
576,Camas County,109,9.7,53866
577,Canyon County,"25,416",11.5,53381
578,Caribou County,624,8.9,61219
579,Cassia County,"3,046",13.0,51804
580,Clark County,132,15.5,48471
581,Clearwater County,"1,242",15.5,46417
582,Custer County,625,14.7,47682
583,Elmore County,"3,435",12.9,49344
584,Franklin County,"1,194",8.8,58170
585,Fremont County,"1,940",15.3,51155
586,Gem County,"2,338",13.4,49857
587,Gooding County,"2,071",13.7,51302
588,Idaho County,"2,587",16.2,40569
589,Jefferson County,"2,657",9.1,61927
590,Jerome County,"2,974",12.5,54020
591,Kootenai County,"16,417",10.3,56188
592,Latah County,"4,737",12.7,49538
593,Lemhi County,"1,154",14.7,44248
594,Lewis County,542,14.2,44911
595,Lincoln County,731,13.8,50464
596,Madison County,"9,232",23.9,41827
597,Minidoka County,"2,577",12.4,53447
598,Nez Perce County,"5,223",13.3,54476
599,Oneida County,502,11.3,52602
600,Owyhee County,"1,692",14.7,48192
601,Payette County,"2,988",12.8,51835
602,Power County,"1,056",13.7,51921
603,Shoshone County,"2,371",18.8,36085
604,Teton County,888,7.6,68749
605,Twin Falls County,"11,547",13.6,51594
606,Valley County,921,8.4,60285
607,Washington County,"1,537",15.3,43402
608,Illinois,"1,509,348",12.1,65063
609,Adams County,"7,803",12.3,55174
610,Alexander County,"1,650",27.6,35249
611,Bond County,"2,075",13.8,54800
612,Boone County,"4,909",9.2,74507
613,Brown County,674,14.8,55327
614,Bureau County,"3,751",11.6,56099
615,Calhoun County,520,11.0,56099
616,Carroll County,"1,598",11.4,51963
617,Cass County,"1,448",12.0,52486
618,Champaign County,"37,121",19.2,53251
619,Christian County,"3,882",12.5,52936
620,Clark County,"1,702",11.1,54092
621,Clay County,"1,865",14.3,45427
622,Clinton County,"2,924",8.2,66597
623,Coles County,"9,554",20.0,47291
624,Cook County,"701,869",13.8,63347
625,Crawford County,"2,052",11.8,52313
626,Cumberland County,"1,248",11.7,60572
627,DeKalb County,"12,877",13.1,63274
628,De Witt County,"1,707",11.0,55300
629,Douglas County,"1,764",9.2,56976
630,DuPage County,"60,169",6.6,93540
631,Edgar County,"2,297",13.5,51577
632,Edwards County,701,11.1,51280
633,Effingham County,"3,277",9.7,60773
634,Fayette County,"2,924",14.9,47484
635,Ford County,"1,248",9.7,55357
636,Franklin County,"7,358",19.4,42071
637,Fulton County,"4,559",14.2,51258
638,Gallatin County,"1,029",20.5,43330
639,Greene County,"1,772",13.9,47314
640,Grundy County,"2,991",5.9,79348
641,Hamilton County,990,12.3,53028
642,Hancock County,"1,955",11.1,53553
643,Hardin County,778,20.0,41713
644,Henderson County,748,11.3,53632
645,Henry County,"5,558",11.5,58042
646,Iroquois County,"2,669",9.9,55247
647,Jackson County,"13,868",25.7,41445
648,Jasper County,972,10.2,54552
649,Jefferson County,"5,811",16.3,47425
650,Jersey County,"1,864",8.9,59117
651,Jo Daviess County,"1,656",7.8,56832
652,Johnson County,"1,364",12.2,53884
653,Kane County,"45,180",8.6,79834
654,Kankakee County,"16,873",16.2,53884
655,Kendall County,"5,332",4.2,93345
656,Knox County,"7,558",16.4,44553
657,Lake County,"54,353",8.0,87336
658,La Salle County,"14,384",13.6,54063
659,Lawrence County,"2,326",17.5,43767
660,Lee County,"3,148",10.1,54915
661,Livingston County,"4,220",12.6,59323
662,Logan County,"2,706",10.9,52959
663,McDonough County,"5,821",21.9,42887
664,McHenry County,"18,136",5.9,86268
665,McLean County,"23,366",14.4,67087
666,Macon County,"17,557",17.4,50684
667,Macoupin County,"5,740",12.9,53409
668,Madison County,"35,925",13.8,60121
669,Marion County,"7,154",19.5,46096
670,Marshall County,"1,066",9.5,57422
671,Mason County,"1,948",14.6,48764
672,Massac County,"2,377",17.2,43783
673,Menard County,"1,092",9.0,74872
674,Mercer County,"1,387",9.0,58384
675,Monroe County,"1,446",4.3,88481
676,Montgomery County,"3,754",14.4,53138
677,Morgan County,"4,694",15.2,48976
678,Moultrie County,"1,373",9.6,59901
679,Ogle County,"4,223",8.4,61794
680,Peoria County,"29,227",16.6,56478
681,Perry County,"3,327",17.8,49965
682,Piatt County,"1,192",7.3,67460
683,Pike County,"2,129",14.1,47815
684,Pope County,763,18.6,43053
685,Pulaski County,"1,074",19.7,38400
686,Putnam County,484,8.5,66319
687,Randolph County,"3,834",13.8,53607
688,Richland County,"2,311",15.0,48152
689,Rock Island County,"19,754",14.2,52642
690,St. Clair County,"38,065",14.8,58222
691,Saline County,"4,692",20.3,40761
692,Sangamon County,"25,172",13.1,62242
693,Schuyler County,778,11.4,52018
694,Scott County,499,10.3,55198
695,Shelby County,"2,191",10.2,56509
696,Stark County,594,11.2,52651
697,Stephenson County,"5,555",12.7,47357
698,Tazewell County,"12,465",9.6,61508
699,Union County,"2,902",17.4,49716
